city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,rent,property_tax,fire_insurance,total
1,120,2,2,0,1,acept,not furnished,300,3600,120,46,4066
1,230,3,4,3,-,acept,not furnished,0,3600,409,55,4064
1,125,2,2,1,-,acept,furnished,0,3600,392,55,4047
1,80,2,2,2,-,not acept,not furnished,0,3600,390,55,4045
1,150,3,1,2,-,acept,not furnished,em info,3600,334,55,3989
1,161,4,3,3,-,acept,not furnished,0,3600,300,46,3946
1,174,3,1,2,-,acept,not furnished,0,3600,284,55,3939
1,200,3,2,3,-,acept,not furnished,0,3600,251,55,3906
1,100,3,4,4,-,acept,not furnished,em info,3600,160,55,3815
1,180,3,2,4,-,acept,not furnished,0,3600,0,55,3655
1,160,3,2,2,2,acept,not furnished,1700,3599,490,46,5835
1,180,4,4,1,-,acept,not furnished,0,3581,134,54,3769
0,136,4,5,3,6,acept,furnished,1253,3579,218,46,5096
1,96,3,3,0,6,acept,not furnished,470,3572,30,46,4118
1,60,2,2,2,2,acept,not furnished,2340,3570,284,46,6240
1,94,3,2,2,1,acept,not furnished,1337,3570,140,46,5093
1,72,2,2,1,11,acept,not furnished,920,3570,0,46,4536
1,100,3,2,2,-,acept,furnished,550,3570,63,54,4237
1,85,3,3,2,3,acept,not furnished,1165,3566,363,11,5105
1,142,2,3,2,18,acept,not furnished,1400,3550,492,45,5487
1,96,3,1,1,5,acept,furnished,1172,3550,140,45,4907
1,45,1,1,1,5,acept,furnished,519,3550,209,45,4323
1,66,3,2,0,9,acept,not furnished,317,3550,0,13,3880
1,50,1,1,1,22,not acept,furnished,739,3540,0,14,4293
1,72,2,2,1,-,acept,not furnished,700,3536,0,28,4264
1,119,3,3,1,4,not acept,furnished,1500,3510,209,45,5264
1,65,2,2,1,18,acept,furnished,826,3509,0,11,4346
1,35,1,1,1,1,not acept,furnished,444,3507,124,45,4120
1,400,5,6,4,15,acept,not furnished,4000,3502,1250,45,8797
1,230,4,6,4,12,acept,not furnished,2850,3500,2658,45,9053
1,155,4,5,3,3,not acept,not furnished,3300,3500,1000,45,7845
1,220,4,4,3,1,acept,not furnished,2200,3500,1084,45,6829
1,200,4,4,2,4,acept,not furnished,2600,3500,600,45,6745
1,165,3,4,3,7,acept,not furnished,2460,3500,617,45,6622
1,240,3,3,5,1,acept,not furnished,3000,3500,0,45,6545
1,159,3,2,1,7,not acept,not furnished,1963,3500,674,45,6182
1,158,4,4,3,4,acept,furnished,1990,3500,589,45,6124
1,80,2,2,1,1,not acept,furnished,2224,3500,334,45,6103
1,65,1,1,1,14,not acept,furnished,2400,3500,1,45,5946
1,30,1,1,1,6,not acept,furnished,2400,3500,0,45,5945
1,100,3,2,2,10,not acept,not furnished,2152,3500,227,45,5924
1,136,3,2,1,7,acept,furnished,1780,3500,250,45,5575
1,146,3,2,2,14,acept,furnished,1400,3500,600,45,5545
1,136,3,4,3,4,not acept,not furnished,1546,3500,350,45,5441
1,32,1,1,1,18,not acept,furnished,1600,3500,234,45,5379
1,80,2,1,1,2,acept,furnished,1600,3500,188,45,5333
1,120,2,2,2,22,not acept,furnished,1400,3500,375,45,5320
1,136,3,2,1,85,acept,not furnished,1513,3500,260,45,5318
1,118,3,3,2,6,acept,not furnished,1200,3500,534,45,5279
1,93,3,2,1,10,acept,not furnished,1497,3500,227,45,5269
1,112,3,3,2,8,not acept,not furnished,1222,3500,486,45,5253
1,102,3,3,0,7,acept,not furnished,1270,3500,434,45,5249
1,130,3,2,2,1,acept,furnished,1100,3500,584,45,5229
1,180,3,4,3,3,acept,not furnished,1600,3500,65,45,5210
1,125,4,3,2,6,acept,not furnished,1200,3500,396,45,5141
1,130,3,3,2,7,acept,not furnished,1200,3500,342,45,5087
1,155,4,3,2,16,acept,not furnished,1050,3500,459,45,5054
1,33,1,1,1,18,not acept,furnished,1500,3500,0,45,5045
1,127,3,4,2,6,not acept,furnished,1227,3500,250,45,5022
1,120,4,3,2,13,acept,furnished,1250,3500,209,45,5004
1,109,3,2,1,3,acept,not furnished,1296,3500,125,45,4966
1,100,3,3,3,5,acept,not furnished,1000,3500,417,45,4962
1,27,1,1,0,5,not acept,not furnished,1405,3500,1,45,4951
1,27,1,1,0,5,not acept,not furnished,1405,3500,1,45,4951
1,27,1,1,0,5,not acept,not furnished,1404,3500,1,45,4950
1,134,3,3,1,4,acept,not furnished,1200,3500,200,45,4945
1,110,3,2,2,11,acept,not furnished,1179,3500,205,45,4929
1,130,3,2,2,6,acept,not furnished,1100,3500,209,45,4854
1,92,3,2,2,10,acept,not furnished,990,3500,317,45,4852
0,268,3,4,4,-,acept,not furnished,790,3500,509,53,4852
1,119,3,2,1,7,acept,not furnished,1011,3500,247,45,4803
0,140,4,3,2,14,acept,not furnished,1030,3500,220,45,4795
1,93,3,2,2,3,acept,not furnished,900,3500,300,45,4745
1,73,2,2,1,7,acept,not furnished,1100,3500,100,45,4745
1,87,3,3,2,12,not acept,furnished,930,3500,253,45,4728
1,77,3,1,2,10,acept,not furnished,953,3500,230,45,4728
1,80,2,2,1,6,not acept,not furnished,1015,3500,117,45,4677
1,100,3,2,2,10,acept,not furnished,885,3500,221,45,4651
1,108,3,4,0,4,acept,not furnished,780,3500,324,45,4649
1,93,1,3,1,4,not acept,not furnished,1040,3500,33,45,4618
1,56,1,1,2,8,acept,not furnished,850,3500,209,45,4604
1,97,2,1,2,19,not acept,not furnished,800,3500,221,45,4566
1,160,1,4,2,2,not acept,not furnished,1000,3500,10,45,4555
1,50,1,1,1,1,acept,not furnished,795,3500,213,45,4553
1,50,2,1,1,7,not acept,not furnished,800,3500,200,45,4545
1,73,3,2,1,10,acept,not furnished,1000,3500,0,45,4545
1,93,2,2,2,3,acept,not furnished,800,3500,200,45,4545
1,168,3,2,4,-,not acept,not furnished,600,3500,317,53,4470
1,65,2,2,2,14,not acept,not furnished,907,3500,0,45,4452
1,65,2,2,2,19,not acept,not furnished,907,3500,0,45,4452
1,90,3,3,2,12,not acept,not furnished,897,3500,0,45,4442
1,76,3,2,2,8,acept,furnished,679,3500,201,45,4425
1,64,2,2,2,25,not acept,not furnished,865,3500,0,45,4410
1,60,2,2,1,11,not acept,furnished,700,3500,160,45,4405
0,94,3,2,2,2,acept,not furnished,650,3500,209,45,4404
1,136,3,3,0,12,acept,not furnished,738,3500,115,45,4398
1,54,2,1,1,11,not acept,furnished,724,3500,119,45,4388
1,66,1,1,1,10,not acept,furnished,762,3500,65,45,4372
1,39,1,1,1,11,not acept,not furnished,650,3500,164,45,4359
1,130,3,2,2,4,acept,furnished,800,3500,0,45,4345
1,30,1,1,1,15,not acept,furnished,668,3500,127,45,4340
1,30,1,1,1,8,not acept,furnished,658,3500,123,45,4326
1,93,3,2,2,25,not acept,furnished,650,3500,125,45,4320
1,72,3,2,2,10,acept,not furnished,560,3500,185,45,4290
1,40,1,1,1,16,acept,furnished,620,3500,92,45,4257
1,187,3,2,3,-,acept,not furnished,500,3500,193,53,4246
1,72,2,2,1,18,acept,not furnished,616,3500,84,45,4245
1,50,1,2,1,6,not acept,furnished,580,3500,115,45,4240
1,39,1,1,1,15,acept,furnished,543,3500,144,45,4232
1,57,2,1,1,24,acept,furnished,540,3500,135,45,4220
1,100,2,2,3,-,acept,not furnished,0,3500,642,53,4195
1,67,2,2,1,1,not acept,furnished,580,3500,60,45,4185
0,202,3,2,4,-,acept,not furnished,0,3500,608,53,4161
1,70,2,2,1,6,acept,not furnished,450,3500,150,45,4145
1,56,2,2,1,7,acept,furnished,600,3500,0,45,4145
1,58,1,1,1,1,acept,furnished,475,3500,70,45,4090
1,29,1,1,1,18,acept,furnished,430,3500,113,45,4088
1,49,1,1,1,10,acept,not furnished,480,3500,42,45,4067
1,200,3,2,4,-,acept,not furnished,0,3500,500,53,4053
1,180,3,2,3,-,acept,not furnished,0,3500,497,53,4050
1,130,2,2,2,-,acept,not furnished,0,3500,448,53,4001
1,138,3,1,0,-,acept,not furnished,0,3500,445,53,3998
0,58,2,1,1,1,acept,furnished,385,3500,64,45,3994
1,280,4,3,4,-,acept,not furnished,0,3500,403,53,3956
0,54,1,2,1,6,acept,furnished,400,3500,0,45,3945
1,54,1,2,0,7,acept,not furnished,390,3500,0,45,3935
0,280,3,2,4,-,not acept,not furnished,0,3500,380,53,3933
1,83,2,3,2,-,acept,not furnished,200,3500,167,53,3920
0,58,2,2,2,8,not acept,furnished,347,3500,0,45,3892
1,350,3,4,4,-,acept,not furnished,0,3500,325,53,3878
1,190,4,4,2,-,acept,not furnished,0,3500,315,53,3868
1,240,3,2,3,-,acept,not furnished,0,3500,292,53,3845
1,300,2,2,0,-,acept,furnished,0,3500,292,53,3845
1,200,3,3,2,-,acept,not furnished,0,3500,292,53,3845
1,220,3,4,2,-,not acept,not furnished,0,3500,276,53,3829
1,96,1,1,1,-,acept,not furnished,ncluso,3500,274,53,3827
1,70,4,3,0,-,acept,not furnished,0,3500,270,53,3823
1,100,3,2,1,-,acept,not furnished,0,3500,260,53,3813
1,120,3,1,4,-,acept,not furnished,0,3500,260,53,3813
1,250,3,2,2,-,acept,not furnished,0,3500,250,53,3803
1,300,3,3,3,-,acept,not furnished,0,3500,250,53,3803
1,160,3,2,2,-,not acept,not furnished,0,3500,250,53,3803
1,102,2,2,2,-,acept,not furnished,0,3500,248,53,3801
1,200,3,4,5,-,acept,not furnished,0,3500,242,53,3795
1,120,3,1,4,-,acept,not furnished,0,3500,234,53,3787
1,170,3,3,4,-,acept,not furnished,em info,3500,222,53,3775
1,133,2,3,3,-,not acept,not furnished,0,3500,217,53,3770
1,206,2,1,3,-,acept,not furnished,0,3500,214,53,3767
1,170,3,3,3,-,acept,not furnished,0,3500,209,53,3762
1,26,1,1,0,3,acept,not furnished,200,3500,1,45,3746
0,206,5,3,2,-,acept,not furnished,ncluso,3500,189,53,3742
0,150,3,2,4,-,acept,furnished,0,3500,186,53,3739
1,270,3,4,0,1,acept,not furnished,0,3500,165,45,3710
1,178,3,2,1,-,acept,furnished,0,3500,130,53,3683
1,100,2,2,1,-,acept,furnished,ncluso,3500,125,53,3678
1,120,3,3,2,-,acept,not furnished,0,3500,122,53,3675
1,210,3,2,2,-,acept,furnished,0,3500,101,53,3654
1,120,2,1,1,-,not acept,not furnished,ncluso,3500,100,53,3653
1,100,3,2,1,-,acept,not furnished,0,3500,98,53,3651
0,194,3,2,3,-,acept,not furnished,0,3500,75,53,3628
0,147,4,3,1,-,acept,not furnished,0,3500,62,53,3615
1,100,4,2,2,-,acept,not furnished,0,3500,42,53,3595
1,280,3,3,5,-,acept,not furnished,0,3500,2,53,3555
1,200,3,2,4,-,acept,not furnished,0,3500,0,53,3553
1,220,3,4,8,-,not acept,not furnished,0,3493,492,53,4038
1,230,5,3,2,-,acept,furnished,0,3491,291,53,3835
1,35,1,1,1,1,not acept,furnished,444,3486,124,45,4099
1,35,1,1,1,1,not acept,furnished,444,3486,124,45,4099
1,35,1,1,1,3,not acept,furnished,444,3486,124,45,4099
1,250,3,4,2,-,acept,not furnished,300,3480,360,53,4193
1,40,1,1,1,12,acept,not furnished,300,3470,70,44,3884
1,170,6,5,1,-,acept,not furnished,0,3468,0,53,3521
1,40,1,1,0,6,acept,not furnished,890,3463,0,32,4385
1,80,2,2,1,8,acept,furnished,1100,3452,190,44,4786
1,44,1,1,1,3,acept,not furnished,560,3450,0,13,4023
1,160,4,2,3,-,acept,not furnished,0,3450,278,52,3780
1,45,1,2,1,1,acept,not furnished,774,3446,167,21,4408
1,145,3,2,1,4,acept,not furnished,1600,3445,0,13,5058
1,50,1,1,1,25,acept,furnished,714,3445,0,19,4178
1,120,3,4,1,10,acept,not furnished,1600,3433,265,10,5308
1,68,2,2,2,8,acept,furnished,1030,3419,236,44,4729
1,33,1,1,1,19,not acept,furnished,400,3413,0,12,3825
1,185,3,3,2,5,acept,not furnished,1900,3410,100,44,5454
1,76,2,2,1,2,acept,not furnished,900,3410,272,44,4626
1,86,3,2,2,1,not acept,not furnished,800,3410,270,44,4524
1,380,4,5,5,2,acept,not furnished,6500,3400,1125,44,11070
1,215,4,4,3,6,acept,not furnished,3800,3400,1084,44,8328
1,182,4,4,3,1,acept,not furnished,2100,3400,542,44,6086
1,60,2,2,1,10,acept,furnished,1938,3400,300,44,5682
1,120,3,3,2,6,acept,not furnished,1800,3400,134,44,5378
1,123,3,3,2,3,not acept,furnished,1527,3400,334,44,5305
1,180,3,4,3,12,acept,furnished,1600,3400,250,44,5294
1,134,2,2,1,7,not acept,furnished,1493,3400,239,44,5176
1,220,4,3,3,3,acept,not furnished,1600,3400,0,44,5044
1,108,3,3,2,2,acept,not furnished,1200,3400,334,44,4978
1,150,3,3,2,7,acept,not furnished,1300,3400,200,44,4944
1,38,1,1,1,5,not acept,furnished,1450,3400,0,44,4894
0,200,4,3,2,1,acept,not furnished,1150,3400,209,44,4803
1,74,2,2,2,7,acept,not furnished,1100,3400,163,44,4707
1,93,3,2,2,18,acept,not furnished,1000,3400,209,44,4653
0,150,3,4,2,9,acept,not furnished,1200,3400,0,44,4644
1,65,1,2,2,3,not acept,furnished,950,3400,215,44,4609
1,103,3,1,3,2,acept,not furnished,1054,3400,94,44,4592
1,77,3,1,2,6,acept,not furnished,900,3400,191,44,4535
1,247,3,4,5,-,acept,furnished,750,3400,234,44,4428
0,128,4,2,1,7,not acept,not furnished,900,3400,59,44,4403
1,88,2,1,1,3,acept,not furnished,800,3400,150,44,4394
1,86,3,2,0,8,acept,furnished,750,3400,188,44,4382
1,82,2,1,1,5,acept,not furnished,860,3400,0,44,4304
1,60,2,2,1,10,acept,not furnished,750,3400,100,44,4294
1,48,1,1,1,4,acept,not furnished,633,3400,114,44,4191
1,68,2,2,1,18,acept,not furnished,640,3400,95,44,4179
1,36,1,1,1,8,acept,furnished,600,3400,80,44,4124
1,58,2,1,1,19,not acept,furnished,550,3400,65,44,4059
1,60,2,1,1,11,acept,furnished,500,3400,23,44,3967
1,45,1,1,0,12,not acept,not furnished,413,3400,81,44,3938
1,300,3,3,3,-,acept,not furnished,1,3400,417,52,3870
1,165,3,1,3,-,acept,not furnished,0,3400,384,52,3836
1,30,1,1,0,12,acept,furnished,350,3400,0,44,3794
1,251,3,2,2,-,acept,not furnished,0,3400,336,52,3788
1,130,3,2,2,-,acept,not furnished,0,3400,299,52,3751
0,160,3,1,4,-,not acept,not furnished,0,3400,135,52,3587
1,225,4,3,2,-,acept,not furnished,0,3400,132,52,3584
1,150,3,4,2,-,not acept,not furnished,0,3400,0,52,3452
1,90,2,3,0,-,acept,not furnished,0,3400,0,52,3452
1,400,4,3,2,-,acept,not furnished,0,3390,400,43,3833
1,300,4,3,3,20,acept,furnished,4300,3380,1334,43,9057
1,42,1,1,2,6,acept,furnished,595,3380,0,43,4018
1,101,3,4,2,5,acept,not furnished,1300,3360,340,43,5043
1,62,2,1,1,17,not acept,not furnished,716,3356,217,13,4302
1,84,1,2,1,14,acept,not furnished,1200,3353,0,25,4578
1,51,2,1,1,16,not acept,not furnished,427,3350,121,43,3941
1,45,1,1,2,12,acept,furnished,530,3350,0,43,3923
1,87,2,2,1,3,acept,furnished,2100,3337,0,9,5446
1,36,1,1,1,15,acept,furnished,750,3328,125,14,4217
1,89,2,2,2,1,acept,furnished,879,3327,242,43,4491
1,86,2,1,1,1,acept,not furnished,800,3320,123,42,4285
1,98,3,2,1,7,acept,furnished,850,3318,0,27,4195
1,102,3,2,1,10,acept,not furnished,950,3315,75,42,4382
0,129,3,2,2,1,acept,not furnished,1411,3310,235,42,4998
1,70,1,1,1,8,not acept,furnished,800,3310,200,42,4352
1,250,3,4,4,18,acept,not furnished,2200,3300,852,42,6394
1,260,4,5,4,9,acept,furnished,2014,3300,1000,42,6356
1,196,3,4,2,1,not acept,not furnished,2200,3300,559,42,6101
1,70,2,1,1,7,acept,furnished,2065,3300,211,42,5618
0,140,4,4,2,6,acept,not furnished,1700,3300,330,42,5372
0,143,3,3,2,6,acept,not furnished,1600,3300,250,42,5192
1,80,2,3,0,6,acept,not furnished,1312,3300,427,42,5081
0,223,3,5,2,2,acept,not furnished,1400,3300,290,42,5032
1,104,3,2,2,8,acept,not furnished,1300,3300,289,42,4931
1,59,2,2,2,7,acept,furnished,1342,3300,231,42,4915
1,70,2,2,2,16,acept,not furnished,1400,3300,84,42,4826
1,45,2,1,1,2,not acept,furnished,1300,3300,167,42,4809
1,136,4,2,3,12,acept,not furnished,1200,3300,250,42,4792
1,100,3,3,3,1,acept,not furnished,1000,3300,417,42,4759
1,65,2,2,2,13,acept,furnished,1084,3300,207,42,4633
1,92,3,2,2,8,acept,not furnished,960,3300,318,42,4620
0,132,4,2,2,5,acept,not furnished,1096,3300,164,42,4602
0,100,2,2,2,5,not acept,furnished,1027,3300,128,42,4497
1,74,2,2,2,8,not acept,not furnished,870,3300,270,42,4482
1,92,3,2,0,5,acept,not furnished,954,3300,160,42,4456
1,120,2,3,0,2,acept,not furnished,904,3300,195,42,4441
1,53,1,2,1,3,acept,furnished,960,3300,109,42,4411
1,85,3,2,2,12,acept,not furnished,900,3300,116,42,4358
1,41,1,1,1,19,not acept,furnished,773,3300,150,42,4265
1,83,3,2,1,9,not acept,furnished,805,3300,80,42,4227
0,58,1,1,1,6,acept,not furnished,676,3300,108,42,4126
1,120,2,2,1,3,not acept,furnished,782,3300,0,42,4124
1,48,1,1,1,3,acept,not furnished,660,3300,110,42,4112
1,42,1,1,1,12,not acept,furnished,712,3300,22,42,4076
1,42,1,1,1,11,not acept,furnished,560,3300,172,42,4074
1,63,2,2,1,1,acept,furnished,720,3300,0,45,4065
1,30,1,1,1,13,acept,furnished,700,3300,9,42,4051
1,30,1,1,1,3,acept,furnished,700,3300,9,42,4051
0,85,3,2,2,16,acept,furnished,550,3300,150,42,4042
1,40,2,1,1,1,acept,not furnished,700,3300,0,42,4042
1,60,2,1,1,5,acept,furnished,600,3300,67,42,4009
1,60,2,1,0,2,acept,furnished,589,3300,65,42,3996
1,39,1,1,1,5,acept,not furnished,460,3300,157,42,3959
1,33,1,1,1,20,not acept,furnished,479,3300,125,42,3946
1,31,1,1,0,14,acept,furnished,390,3300,120,42,3852
1,100,3,2,1,-,acept,not furnished,0,3300,500,50,3850
1,350,2,4,8,-,not acept,not furnished,0,3300,450,50,3800
1,44,1,1,1,6,not acept,not furnished,308,3300,149,42,3799
1,63,3,2,1,8,acept,not furnished,440,3300,10,42,3792
1,40,1,1,0,12,not acept,furnished,370,3300,74,42,3786
1,30,1,1,0,1,acept,furnished,350,3300,0,42,3692
1,30,1,1,0,12,acept,furnished,350,3300,0,42,3692
1,30,1,1,1,5,acept,furnished,350,3300,0,42,3692
1,100,2,1,2,-,not acept,not furnished,0,3300,317,50,3667
1,196,3,3,4,-,acept,not furnished,0,3300,280,50,3630
1,120,1,1,4,-,acept,furnished,1,3300,275,50,3626
1,180,3,4,5,-,acept,not furnished,em info,3300,266,50,3616
0,252,3,3,4,-,acept,not furnished,0,3300,259,50,3609
1,200,5,4,5,-,acept,not furnished,0,3300,250,50,3600
1,174,3,1,1,-,acept,not furnished,0,3300,236,50,3586
0,291,4,3,2,-,acept,not furnished,0,3300,208,50,3558
1,126,4,3,4,-,acept,not furnished,0,3300,167,50,3517
1,150,3,3,2,-,acept,not furnished,em info,3300,135,50,3485
0,203,3,1,2,-,acept,not furnished,0,3300,117,50,3467
1,130,3,2,2,-,acept,not furnished,0,3300,108,50,3458
1,112,3,2,3,-,acept,not furnished,0,3300,32,50,3382
1,210,3,3,4,-,acept,not furnished,0,3294,276,50,3620
1,70,2,2,2,11,not acept,furnished,2847,3290,590,42,6769
1,135,3,2,1,4,acept,not furnished,1378,3290,279,42,4989
1,130,3,4,4,-,acept,not furnished,1100,3280,484,50,4914
1,120,3,2,1,7,acept,furnished,1400,3280,125,42,4847
1,270,2,3,4,-,acept,not furnished,0,3270,169,50,3489
0,277,3,4,4,-,acept,not furnished,0,3270,28,50,3348
1,190,3,3,2,5,acept,not furnished,1800,3260,292,42,5394
1,77,2,2,1,8,acept,not furnished,840,3260,34,42,4176
1,90,3,2,1,-,acept,not furnished,0,3260,0,50,3310
1,42,1,1,0,2,acept,furnished,0,3256,0,42,3298
1,100,4,5,4,1,acept,not furnished,3800,3250,1417,42,8509
1,130,3,2,2,1,not acept,not furnished,1324,3250,571,42,5187
1,32,1,1,1,2,not acept,furnished,1500,3250,300,42,5092
1,198,3,2,2,8,acept,not furnished,1400,3250,334,42,5026
1,135,2,2,1,8,acept,furnished,1063,3250,159,42,4514
1,53,2,1,1,8,acept,furnished,720,3250,67,42,4079
1,65,3,2,1,10,not acept,not furnished,587,3250,113,42,3992
1,35,1,1,1,2,not acept,furnished,550,3250,30,42,3872
1,32,1,1,1,8,acept,furnished,450,3250,0,42,3742
1,200,3,4,2,-,acept,not furnished,0,3250,292,49,3591
1,300,2,4,2,-,acept,furnished,0,3250,0,49,3299
1,100,2,2,0,-,not acept,not furnished,0,3250,0,49,3299
1,100,3,3,2,1,acept,not furnished,1200,3248,384,42,4874
1,30,1,1,1,10,not acept,furnished,540,3237,350,42,4169
1,159,2,3,1,8,not acept,furnished,1276,3230,49,41,4596
0,180,3,4,4,-,acept,not furnished,0,3230,250,49,3529
1,50,1,1,1,4,acept,furnished,500,3223,100,41,3864
1,100,1,2,2,13,acept,furnished,826,3220,0,15,4061
1,41,1,1,1,4,not acept,furnished,380,3220,0,13,3613
1,250,3,3,3,-,acept,not furnished,0,3210,0,49,3259
1,49,1,1,1,18,acept,furnished,584,3205,21,41,3851
1,60,2,1,1,1,acept,furnished,568,3205,ncluso,11,3784
1,310,5,4,5,3,acept,not furnished,4364,3200,2506,41,10110
1,298,4,5,5,10,acept,not furnished,2800,3200,2649,41,8690
1,280,4,4,5,9,acept,not furnished,3000,3200,875,41,7116
1,300,4,5,4,7,not acept,not furnished,1660,3200,1875,41,6776
1,126,3,4,3,6,acept,not furnished,2500,3200,579,41,6320
1,220,4,4,2,10,acept,not furnished,2500,3200,552,41,6293
1,179,3,3,3,12,acept,furnished,1800,3200,900,41,5941
1,83,2,3,2,8,acept,not furnished,1555,3200,735,41,5531
1,190,4,4,2,4,acept,not furnished,2000,3200,134,41,5375
1,136,3,4,3,2,acept,not furnished,1490,3200,500,41,5231
1,200,3,3,1,5,acept,not furnished,1750,3200,167,41,5158
1,84,3,2,3,8,not acept,not furnished,1450,3200,413,41,5104
0,110,3,3,2,-,acept,not furnished,560,3200,1056,49,4865
1,101,3,2,2,7,acept,furnished,1097,3200,319,41,4657
1,65,3,2,1,2,acept,furnished,1000,3200,245,41,4486
0,190,4,4,2,14,acept,not furnished,900,3200,192,15,4307
1,79,2,3,2,15,acept,not furnished,768,3200,268,41,4277
1,32,1,1,1,13,not acept,furnished,811,3200,174,41,4226
1,80,2,2,1,9,acept,furnished,767,3200,213,41,4221
1,120,3,2,1,6,acept,not furnished,850,3200,120,41,4211
1,35,1,1,1,5,acept,furnished,815,3200,149,41,4205
1,52,1,1,1,7,not acept,furnished,800,3200,0,13,4178
1,65,2,1,1,5,acept,furnished,796,3200,114,41,4151
1,65,2,2,2,21,acept,not furnished,650,3200,234,41,4125
0,92,3,2,2,13,acept,furnished,720,3200,139,41,4100
1,25,1,1,1,11,acept,furnished,750,3200,67,41,4058
1,55,1,1,1,4,not acept,furnished,812,3200,0,41,4053
1,55,1,1,1,4,not acept,furnished,812,3200,0,41,4053
1,93,2,1,1,11,acept,not furnished,760,3200,0,41,4001
1,102,2,1,0,13,acept,furnished,680,3200,0,41,3921
1,40,1,1,1,13,acept,not furnished,584,3200,95,41,3920
0,110,3,3,2,-,acept,not furnished,560,3200,88,49,3897
0,110,3,3,2,-,acept,not furnished,560,3200,88,49,3897
0,110,3,3,2,-,acept,not furnished,560,3200,88,49,3897
0,110,3,3,2,-,acept,not furnished,560,3200,88,49,3897
0,110,3,3,2,-,acept,not furnished,560,3200,88,49,3897
1,53,1,1,1,12,acept,furnished,450,3200,200,41,3891
1,38,2,1,0,5,acept,furnished,577,3200,50,41,3868
1,45,1,1,1,3,acept,not furnished,520,3200,105,41,3866
1,70,2,2,0,14,not acept,not furnished,600,3200,0,41,3841
1,70,1,1,0,8,acept,not furnished,430,3200,109,41,3780
1,70,2,1,0,24,not acept,furnished,450,3200,50,41,3741
1,74,2,3,2,24,acept,not furnished,450,3200,40,41,3731
1,120,3,4,0,-,acept,not furnished,250,3200,226,41,3717
1,49,1,1,1,4,not acept,not furnished,486,3200,0,13,3699
1,43,1,1,1,5,not acept,not furnished,420,3200,0,41,3661
1,175,4,3,2,-,acept,not furnished,0,3200,380,49,3629
1,30,1,1,0,4,acept,furnished,350,3200,0,41,3591
1,31,1,1,1,4,acept,not furnished,272,3200,64,41,3577
0,227,3,3,4,-,acept,not furnished,0,3200,290,49,3539
0,200,5,2,4,-,acept,not furnished,0,3200,269,49,3518
1,162,3,4,0,-,acept,not furnished,0,3200,267,49,3516
1,170,3,2,2,-,acept,not furnished,0,3200,225,49,3474
1,300,3,4,6,-,acept,not furnished,0,3200,167,49,3416
0,270,4,4,8,-,acept,not furnished,0,3200,144,49,3393
1,90,1,1,2,-,acept,furnished,0,3200,137,49,3386
1,100,2,1,2,-,acept,not furnished,0,3200,67,49,3316
1,21,1,1,0,2,acept,not furnished,0,3200,42,41,3283
1,300,2,3,2,-,acept,furnished,0,3200,0,49,3249
1,110,3,2,1,-,acept,not furnished,em info,3200,0,49,3249
1,110,3,2,2,14,acept,not furnished,em info,3200,0,41,3241
1,90,3,2,1,10,acept,not furnished,1686,3190,125,41,5042
1,56,2,1,1,6,acept,furnished,479,3190,144,41,3854
1,110,1,1,0,20,acept,not furnished,923,3182,0,14,4119
0,208,3,2,4,-,acept,not furnished,0,3180,100,48,3328
1,117,4,5,4,10,not acept,not furnished,1523,3175,711,41,5450
1,160,4,4,0,9,acept,furnished,1300,3175,787,41,5303
1,64,2,2,1,9,acept,furnished,830,3166,0,13,4009
1,95,3,2,2,16,not acept,not furnished,900,3150,121,40,4211
1,70,2,1,1,9,acept,furnished,628,3150,108,40,3926
1,86,3,1,1,6,acept,not furnished,460,3150,0,40,3650
1,35,1,1,1,9,acept,furnished,475,3150,0,23,3648
1,180,2,3,2,-,acept,not furnished,0,3150,301,48,3499
1,270,5,3,2,-,acept,furnished,0,3150,0,48,3198
1,110,3,2,1,3,not acept,not furnished,1100,3149,92,40,4381
1,50,1,1,1,12,not acept,furnished,773,3148,0,11,3932
1,330,1,3,8,-,acept,not furnished,0,3147,0,48,3195
1,20,1,1,0,3,not acept,furnished,150,3142,67,40,3399
1,20,1,1,0,1,not acept,furnished,150,3142,67,40,3399
1,20,1,1,0,3,not acept,furnished,150,3142,67,40,3399
1,20,1,1,0,4,not acept,furnished,150,3142,67,40,3399
1,20,1,1,0,2,not acept,furnished,150,3142,67,40,3399
1,360,3,5,4,22,acept,not furnished,2398,3135,1467,40,7040
1,132,3,3,2,-,acept,furnished,0,3130,192,48,3370
1,58,2,2,1,4,not acept,not furnished,521,3120,165,12,3818
1,50,2,2,1,4,acept,furnished,1402,3115,215,9,4741
1,92,3,2,1,9,not acept,not furnished,1022,3112,0,13,4147
0,53,1,1,1,8,acept,furnished,1350,3110,85,40,4585
1,112,3,2,0,3,not acept,not furnished,621,3110,95,40,3866
1,150,3,5,2,14,acept,not furnished,1423,3102,452,40,5017
1,100,1,2,0,-,not acept,not furnished,4320,3100,0,40,7460
1,79,2,3,1,14,acept,not furnished,2500,3100,500,40,6140
1,350,3,4,4,-,acept,not furnished,0,3100,2900,47,6047
0,280,4,3,4,-,acept,not furnished,2307,3100,341,47,5795
1,180,3,3,1,3,acept,not furnished,2200,3100,300,22,5622
1,80,2,1,1,2,acept,furnished,1950,3100,209,40,5299
